180,82,89
170,74,88
160,62,76
150,64,64
150,79,82
140,80,85
130,79,84
120,74,80
120,71,77
130,69,74
140,74,78
150,63,66
150,69,75
160,79,87
170,82,88
180,85,90
180,72,78
170,78,78
160,84,84
150,82,84
150,81,83
140,81,83
130,78,82
120,78,80
120,74,76
130,70,74
140,54,78
150,31,62
150,75,78
160,76,80
170,80,86
180,82,88
180,84,86
170,90,94
160,72,76
150,80,86
150,78,84
140,78,84
130,76,80
120,74,80
120,72,72
130,62,62
140,68,69
