7.0,10.0,12.0,11.0,8.0,14.0,2.0,14.0,9.0,10.0,9.0,21.0,11.0,6.0,6.0,4.0,12.0,13.0,14.0,14.0,14.0,13.0,12.0,12.0,14.0,15.0,12.0,11.0,4.0,10.0,9.0,11.0,4.0,18.0,14.0,14.0,11.0,9.0,1.0,14.0,13.0,10.0,9.0,9.0,10.0,13.0,14.0,6.0,5.0,14.0,11.0,3.0,12.0,7.0,3.0,9.0,15.0,7.0,7.0,10.0,2.0,0.0,12.0,10.0,13.0,7.0,11.0,7.0,17.0,8.0,11.0,3.0,6.0,7.0,5.0,5.0,15.0,6.0,4.0,10.0,15.0,8.0,7.0,9.0,10.0,13.0,15.0,14.0,6.0,11.0,10.0,9.0,10.0,4.0,5.0,7.0,11.0,11.0,5.0,2.0,12.0,14.0,7.0,10.0,5.0,0.0,10.0,6.0,12.0,9.0,7.0,12.0,12.0,14.0,11.0,9.0,9.0,3.0,2.0,10.0,3.0,10.0,14.0,13.0,15.0,9.0,9.0,11.0,15.0,0.0,15.0,5.0,11.0,7.0,6.0,10.0,4.0,13.0,15.0,8.0,13.0,2.0,9.0,5.0,8.0,13.0,7.0,9.0,13.0,6.0,7.0,6.0,12.0,15.0,3.0,8.0,8.0,2.0,9.0,6.0,5.0,10.0,3.0,9.0,6.0,1.0,12.0,11.0,2.0,0.0,7.0,11.0,15.0,5.0,9.0,10.0,10.0,10.0,7.0,9.0,15.0,13.0,8.0,14.0,15.0,11.0,12.0,7.0,4.0,15.0,7.0,8.0,8.0,11.0,14.0,0.0,6.0,4.0,6.0,8.0
10.0,10.0,9.0,10.0,6.0,10.0,8.0,5.0,8.0,5.0,5.0,12.0,12.0,8.0,15.0,12.0,11.0,14.0,5.0,1.0,10.0,15.0,12.0,8.0,5.0,6.0,14.0,6.0,5.0,7.0,9.0,11.0,13.0,7.0,8.0,15.0,11.0,3.0,8.0,12.0,8.0,15.0,15.0,10.0,7.0,10.0,18.0,33.0,54.0,92.0,131.0,64.0,156.0,173.0,73.0,198.0,183.0,70.0,61.0,25.0,24.0,28.0,23.0,17.0,27.0,16.0,17.0,16.0,24.0,21.0,26.0,22.0,21.0,26.0,18.0,23.0,15.0,13.0,11.0,17.0,30.0,39.0,86.0,89.0,54.0,104.0,94.0,70.0,62.0,93.0,115.0,37.0,114.0,103.0,69.0,117.0,97.0,90.0,148.0,58.0,168.0,169.0,62.0,173.0,130.0,86.0,155.0,107.0,111.0,161.0,67.0,183.0,96.0,123.0,114.0,95.0,84.0,67.0,145.0,53.0,36.0,48.0,42.0,39.0,21.0,26.0,17.0,32.0,32.0,15.0,17.0,17.0,15.0,17.0,12.0,14.0,15.0,13.0,5.0,13.0,13.0,7.0,9.0,13.0,9.0,11.0,11.0,12.0,15.0,14.0,15.0,14.0,2.0,13.0,6.0,17.0,5.0,18.0,17.0,14.0,13.0,16.0,14.0,19.0,15.0,17.0,21.0,4.0,15.0,10.0,12.0,9.0,10.0,14.0,5.0,7.0,10.0,7.0,6.0,6.0,10.0,16.0,11.0,2.0,11.0,9.0,15.0,15.0,20.0,2.0,16.0,12.0,11.0,7.0,15.0,6.0,15.0,12.0,7.0,15.0
7.0,11.0,12.0,11.0,7.0,11.0,8.0,9.0,6.0,7.0,13.0,11.0,4.0,4.0,14.0,13.0,12.0,4.0,4.0,11.0,4.0,13.0,10.0,13.0,5.0,17.0,12.0,5.0,4.0,14.0,5.0,15.0,20.0,12.0,12.0,18.0,9.0,21.0,13.0,8.0,21.0,9.0,14.0,8.0,14.0,15.0,9.0,21.0,7.0,10.0,14.0,9.0,27.0,9.0,50.0,76.0,67.0,156.0,175.0,102.0,203.0,239.0,153.0,97.0,127.0,36.0,32.0,36.0,14.0,48.0,27.0,31.0,45.0,43.0,36.0,43.0,47.0,38.0,34.0,23.0,52.0,28.0,15.0,35.0,31.0,66.0,54.0,76.0,133.0,64.0,146.0,156.0,120.0,82.0,152.0,137.0,108.0,157.0,140.0,142.0,189.0,149.0,198.0,179.0,139.0,241.0,194.0,124.0,221.0,139.0,110.0,203.0,139.0,188.0,186.0,161.0,145.0,177.0,214.0,141.0,188.0,155.0,78.0,34.0,32.0,46.0,36.0,32.0,22.0,35.0,30.0,39.0,36.0,28.0,35.0,33.0,19.0,21.0,16.0,9.0,21.0,16.0,25.0,21.0,13.0,27.0,25.0,14.0,23.0,17.0,14.0,27.0,14.0,19.0,24.0,9.0,22.0,30.0,7.0,24.0,15.0,14.0,42.0,23.0,25.0,28.0,12.0,24.0,26.0,18.0,28.0,12.0,24.0,37.0,11.0,26.0,22.0,10.0,24.0,18.0,18.0,18.0,12.0,14.0,34.0,14.0,21.0,10.0,11.0,26.0,25.0,16.0,25.0,18.0,7.0,26.0,10.0,16.0,14.0,15.0
7.0,11.0,10.0,6.0,2.0,6.0,19.0,4.0,4.0,8.0,0.0,14.0,13.0,13.0,10.0,7.0,13.0,2.0,9.0,12.0,19.0,12.0,9.0,8.0,15.0,12.0,5.0,13.0,14.0,3.0,12.0,14.0,2.0,5.0,12.0,13.0,7.0,7.0,8.0,8.0,2.0,6.0,12.0,8.0,3.0,15.0,9.0,5.0,17.0,17.0,30.0,47.0,150.0,182.0,141.0,173.0,239.0,211.0,102.0,212.0,144.0,62.0,47.0,22.0,17.0,27.0,16.0,23.0,40.0,34.0,41.0,41.0,39.0,39.0,38.0,35.0,26.0,29.0,21.0,23.0,18.0,37.0,52.0,66.0,84.0,98.0,109.0,118.0,35.0,142.0,127.0,37.0,140.0,153.0,90.0,160.0,145.0,110.0,173.0,138.0,174.0,154.0,95.0,182.0,141.0,114.0,189.0,87.0,192.0,93.0,126.0,129.0,145.0,99.0,50.0,50.0,31.0,43.0,70.0,51.0,29.0,12.0,10.0,13.0,8.0,15.0,18.0,13.0,13.0,6.0,10.0,4.0,11.0,10.0,13.0,15.0,6.0,9.0,5.0,9.0,12.0,5.0,10.0,14.0,12.0,6.0,4.0,11.0,9.0,6.0,13.0,9.0,12.0,13.0,7.0,9.0,12.0,9.0,11.0,23.0,16.0,19.0,6.0,9.0,16.0,17.0,11.0,14.0,12.0,17.0,9.0,10.0,18.0,16.0,10.0,6.0,16.0,6.0,3.0,13.0,8.0,8.0,1.0,13.0,14.0,15.0,6.0,8.0,1.0,6.0,14.0,13.0,9.0,3.0,15.0,6.0,10.0,5.0,4.0,12.0
14.0,12.0,4.0,4.0,13.0,8.0,12.0,4.0,6.0,11.0,13.0,12.0,10.0,8.0,7.0,13.0,8.0,6.0,6.0,9.0,16.0,10.0,15.0,5.0,15.0,6.0,3.0,8.0,11.0,3.0,8.0,15.0,11.0,10.0,7.0,17.0,5.0,12.0,13.0,10.0,10.0,7.0,13.0,10.0,13.0,8.0,13.0,6.0,12.0,12.0,8.0,19.0,36.0,35.0,22.0,39.0,22.0,13.0,23.0,51.0,67.0,131.0,148.0,156.0,193.0,192.0,125.0,148.0,85.0,31.0,24.0,28.0,29.0,12.0,14.0,21.0,12.0,13.0,20.0,29.0,24.0,23.0,22.0,23.0,20.0,21.0,22.0,19.0,14.0,22.0,59.0,81.0,58.0,107.0,120.0,73.0,91.0,124.0,64.0,102.0,100.0,48.0,106.0,136.0,79.0,149.0,79.0,147.0,149.0,72.0,161.0,124.0,124.0,155.0,78.0,164.0,103.0,129.0,110.0,97.0,68.0,49.0,71.0,52.0,42.0,39.0,45.0,32.0,33.0,15.0,21.0,23.0,23.0,16.0,27.0,18.0,13.0,10.0,15.0,18.0,10.0,7.0,13.0,13.0,14.0,4.0,12.0,9.0,6.0,9.0,4.0,6.0,6.0,11.0,4.0,12.0,13.0,18.0,17.0,19.0,12.0,10.0,9.0,13.0,9.0,8.0,13.0,11.0,5.0,12.0,12.0,7.0,11.0,13.0,16.0,7.0,11.0,10.0,7.0,4.0,5.0,7.0,6.0,14.0,10.0,11.0,14.0,6.0,11.0,7.0,5.0,5.0,6.0,6.0,10.0,7.0,13.0,4.0,6.0,10.0
14.0,13.0,13.0,6.0,4.0,9.0,3.0,15.0,9.0,16.0,5.0,12.0,11.0,15.0,14.0,3.0,4.0,14.0,13.0,12.0,6.0,15.0,13.0,6.0,13.0,11.0,4.0,12.0,5.0,11.0,3.0,9.0,11.0,10.0,15.0,4.0,6.0,14.0,9.0,12.0,9.0,4.0,7.0,5.0,8.0,9.0,8.0,4.0,6.0,6.0,11.0,3.0,4.0,2.0,3.0,9.0,15.0,4.0,18.0,45.0,34.0,39.0,20.0,49.0,27.0,39.0,39.0,29.0,116.0,151.0,107.0,134.0,80.0,30.0,45.0,11.0,21.0,29.0,27.0,26.0,13.0,22.0,15.0,13.0,9.0,13.0,12.0,19.0,20.0,17.0,10.0,9.0,13.0,20.0,28.0,93.0,57.0,103.0,103.0,25.0,117.0,115.0,38.0,108.0,116.0,51.0,123.0,106.0,118.0,166.0,66.0,169.0,121.0,90.0,143.0,84.0,130.0,131.0,93.0,160.0,82.0,101.0,92.0,69.0,74.0,87.0,42.0,66.0,41.0,31.0,45.0,32.0,29.0,17.0,14.0,20.0,11.0,8.0,18.0,14.0,5.0,11.0,12.0,9.0,12.0,14.0,13.0,12.0,6.0,8.0,4.0,7.0,10.0,1.0,10.0,5.0,10.0,11.0,6.0,7.0,11.0,6.0,14.0,14.0,14.0,17.0,15.0,15.0,5.0,5.0,10.0,14.0,12.0,8.0,12.0,2.0,15.0,3.0,10.0,10.0,1.0,12.0,10.0,12.0,11.0,8.0,15.0,10.0,9.0,12.0,12.0,13.0,10.0,5.0,15.0,10.0,15.0,12.0,10.0,9.0
1.0,5.0,8.0,4.0,13.0,7.0,9.0,6.0,13.0,11.0,7.0,7.0,12.0,6.0,11.0,5.0,11.0,9.0,8.0,6.0,22.0,31.0,38.0,11.0,12.0,14.0,13.0,13.0,8.0,9.0,26.0,34.0,20.0,13.0,14.0,25.0,44.0,44.0,69.0,73.0,93.0,104.0,129.0,130.0,107.0,66.0,56.0,10.0,46.0,22.0,38.0,31.0,18.0,14.0,14.0,7.0,8.0,7.0,7.0,6.0,9.0,14.0,11.0,12.0,15.0,14.0,18.0,32.0,59.0,87.0,41.0,77.0,78.0,39.0,64.0,38.0,72.0,88.0,47.0,111.0,50.0,91.0,97.0,59.0,115.0,48.0,107.0,83.0,49.0,91.0,35.0,100.0,28.0,105.0,44.0,82.0,44.0,93.0,55.0,82.0,61.0,59.0,38.0,18.0,33.0,39.0,18.0,20.0,10.0,13.0,15.0,13.0,9.0,13.0,7.0,9.0,7.0,10.0,6.0,8.0,6.0,8.0,13.0,5.0,7.0,3.0,15.0,15.0,14.0,6.0,7.0,8.0,3.0,5.0,17.0,11.0,14.0,12.0,3.0,5.0,13.0,12.0,6.0,13.0,14.0,10.0,15.0,5.0,3.0,9.0,7.0,8.0,15.0,10.0,6.0,7.0,8.0,4.0,9.0,10.0,5.0,3.0,12.0,10.0,15.0,3.0,7.0,15.0,12.0,11.0,9.0,6.0,6.0,1.0,8.0,13.0,6.0,14.0,5.0,13.0,6.0,15.0,6.0,11.0,9.0,11.0,12.0,13.0,2.0,12.0,8.0,2.0,5.0,6.0,9.0,0.0,3.0,15.0,8.0,10.0
7.0,11.0,10.0,10.0,4.0,4.0,4.0,11.0,5.0,11.0,4.0,10.0,11.0,2.0,12.0,13.0,6.0,12.0,12.0,10.0,5.0,6.0,4.0,6.0,3.0,10.0,6.0,4.0,9.0,14.0,11.0,1.0,13.0,9.0,2.0,11.0,12.0,7.0,6.0,11.0,13.0,12.0,9.0,15.0,5.0,16.0,27.0,19.0,16.0,68.0,80.0,146.0,196.0,133.0,184.0,184.0,99.0,66.0,41.0,31.0,35.0,27.0,26.0,23.0,20.0,20.0,20.0,18.0,23.0,28.0,21.0,22.0,21.0,12.0,16.0,19.0,10.0,30.0,74.0,63.0,87.0,107.0,37.0,91.0,86.0,42.0,84.0,41.0,104.0,115.0,76.0,139.0,72.0,141.0,115.0,92.0,138.0,62.0,127.0,56.0,129.0,81.0,96.0,59.0,79.0,55.0,96.0,47.0,70.0,60.0,63.0,25.0,44.0,32.0,27.0,11.0,14.0,10.0,16.0,16.0,18.0,11.0,14.0,10.0,13.0,11.0,8.0,15.0,14.0,5.0,10.0,4.0,5.0,6.0,8.0,13.0,10.0,7.0,4.0,12.0,9.0,6.0,6.0,4.0,7.0,15.0,15.0,11.0,4.0,10.0,15.0,15.0,5.0,5.0,8.0,7.0,9.0,7.0,15.0,4.0,6.0,13.0,4.0,8.0,8.0,7.0,13.0,8.0,15.0,15.0,11.0,11.0,8.0,5.0,3.0,11.0,15.0,15.0,6.0,11.0,7.0,10.0,2.0,3.0,2.0,6.0,11.0,7.0,10.0,5.0,13.0,7.0,0.0,0.0,4.0,7.0,8.0,9.0,4.0,15.0
13.0,5.0,5.0,0.0,0.0,10.0,1.0,10.0,14.0,3.0,5.0,3.0,11.0,12.0,9.0,8.0,8.0,11.0,4.0,5.0,1.0,10.0,13.0,10.0,6.0,7.0,14.0,9.0,12.0,8.0,6.0,12.0,9.0,11.0,15.0,13.0,9.0,8.0,8.0,11.0,10.0,27.0,27.0,35.0,17.0,34.0,24.0,8.0,28.0,28.0,28.0,51.0,79.0,81.0,129.0,146.0,139.0,165.0,154.0,125.0,127.0,64.0,20.0,41.0,36.0,24.0,21.0,19.0,13.0,11.0,8.0,19.0,19.0,15.0,18.0,15.0,18.0,23.0,17.0,15.0,14.0,33.0,46.0,92.0,106.0,31.0,104.0,109.0,26.0,96.0,87.0,50.0,74.0,49.0,88.0,107.0,41.0,112.0,101.0,92.0,112.0,60.0,121.0,66.0,86.0,87.0,98.0,90.0,73.0,71.0,88.0,62.0,80.0,42.0,54.0,42.0,28.0,20.0,28.0,25.0,15.0,8.0,11.0,12.0,9.0,12.0,13.0,15.0,9.0,8.0,10.0,9.0,11.0,13.0,9.0,10.0,12.0,6.0,3.0,11.0,4.0,14.0,12.0,7.0,15.0,3.0,13.0,9.0,15.0,15.0,13.0,3.0,20.0,18.0,17.0,7.0,12.0,10.0,8.0,11.0,8.0,4.0,11.0,9.0,10.0,11.0,13.0,9.0,10.0,4.0,12.0,10.0,12.0,12.0,6.0,6.0,8.0,6.0,15.0,6.0,4.0,13.0,18.0,15.0,5.0,14.0,9.0,8.0,5.0,8.0,4.0,6.0,7.0,14.0,4.0,10.0,7.0,1.0,7.0,8.0
5.0,12.0,13.0,4.0,3.0,11.0,8.0,4.0,8.0,0.0,13.0,5.0,6.0,7.0,11.0,4.0,12.0,7.0,5.0,13.0,7.0,8.0,8.0,11.0,4.0,8.0,5.0,10.0,5.0,13.0,3.0,10.0,19.0,5.0,6.0,12.0,10.0,12.0,8.0,12.0,15.0,31.0,17.0,14.0,18.0,12.0,15.0,34.0,84.0,68.0,126.0,159.0,130.0,193.0,209.0,131.0,131.0,71.0,31.0,29.0,24.0,36.0,17.0,23.0,19.0,5.0,17.0,12.0,24.0,16.0,19.0,25.0,19.0,17.0,21.0,16.0,20.0,21.0,61.0,80.0,107.0,67.0,131.0,127.0,69.0,135.0,84.0,119.0,127.0,57.0,139.0,142.0,76.0,161.0,75.0,152.0,129.0,115.0,161.0,63.0,139.0,80.0,146.0,60.0,111.0,60.0,103.0,38.0,68.0,41.0,37.0,30.0,43.0,30.0,27.0,17.0,18.0,16.0,12.0,18.0,16.0,19.0,10.0,17.0,9.0,9.0,8.0,7.0,10.0,7.0,7.0,6.0,14.0,8.0,11.0,8.0,4.0,4.0,4.0,7.0,13.0,7.0,9.0,14.0,5.0,7.0,10.0,12.0,8.0,13.0,9.0,17.0,45.0,23.0,17.0,11.0,10.0,17.0,7.0,12.0,12.0,7.0,9.0,5.0,8.0,17.0,7.0,14.0,13.0,4.0,13.0,4.0,6.0,15.0,7.0,14.0,13.0,7.0,13.0,6.0,12.0,15.0,14.0,7.0,8.0,6.0,10.0,9.0,3.0,11.0,4.0,13.0,4.0,19.0,37.0,36.0,17.0,9.0,12.0,32.0
